GeneID	GeneName	GeneDescription	Transcript#	Strand	Chromosome	Start	End	ExonLength	Source	IsConfounded
GRSF1_4_-_1	GRSF1	G-rich RNA sequence binding factor 1	2	-	4	70815782	70839910	6874	hg38_refGene	False
MOB1B_4_+_1	MOB1B	MOB kinase activator 1B	3	+	4	70902340	70988174	8534	hg38_refGene	False
DCK_4_+_1	DCK	deoxycytidine kinase	1	+	4	70993548	71030912	2605	hg38_refGene	False
SLC4A4_4_+_1	SLC4A4	solute carrier family 4 (sodium bicarbonate cotransporter), member 4	3	+	4	71187286	71572087	8010	hg38_refGene	False
GC_4_-_1	GC	group-specific component (vitamin D binding protein)	3	-	4	71741694	71805520	2266	hg38_refGene	False
NPFFR2_4_+_1	NPFFR2	neuropeptide FF receptor 2	3	+	4	72031804	72148201	2449	hg38_refGene	False
ADAMTS3_4_-_1	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif, 3	1	-	4	72280969	72568799	5822	hg38_refGene	False
COX18_4_-_1	COX18	COX18 cytochrome C oxidase assembly factor	4	-	4	73054696	73069759	4537	hg38_refGene	False
ANKRD17_4_-_1	ANKRD17	ankyrin repeat domain 17	3	-	4	73074785	73258785	9516	hg38_refGene	False
ALB_4_+_1	ALB	albumin	1	+	4	73404255	73421412	2247	hg38_refGene	False
AFP_4_+_1	AFP	alpha-fetoprotein	1	+	4	73436219	73455785	2039	hg38_refGene	False
AFM_4_+_1	AFM	afamin	1	+	4	73481745	73504001	1997	hg38_refGene	False
LOC728040_4_+_1	LOC728040		1	+	4	73508803	73528533	763	hg38_refGene	False
RASSF6_4_-_1	RASSF6	Ras association (RalGDS/AF-6) domain family member 6	4	-	4	73571550	73620631	6123	hg38_refGene	False
CXCL8_4_+_1	CXCL8	interleukin 8	1	+	4	73740506	73743716	1705	hg38_refGene	False
CXCL6_4_+_1	CXCL6	chemokine (C-X-C motif) ligand 6	1	+	4	73836556	73838760	1659	hg38_refGene	False
PF4V1_4_+_1	PF4V1	platelet factor 4 variant 1	1	+	4	73853296	73854481	741	hg38_refGene	False
CXCL1_4_+_1	CXCL1	chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)	2	+	4	73869392	73871302	1192	hg38_refGene	False
PF4_4_-_1	PF4	platelet factor 4	1	-	4	73980825	73982124	856	hg38_refGene	False
PPBP_4_-_1	PPBP	pro-platelet basic protein (chemokine (C-X-C motif) ligand 7)	1	-	4	73986439	73988190	1307	hg38_refGene	False
CXCL5_4_-_1	CXCL5	chemokine (C-X-C motif) ligand 5	1	-	4	73995642	73998729	2488	hg38_refGene	False
CXCL3_4_-_1	CXCL3	chemokine (C-X-C motif) ligand 3	1	-	4	74036591	74038773	1157	hg38_refGene	False
PPBPP2_4_-_1	PPBPP2	pro-platelet basic protein pseudogene 2	1	-	4	74054038	74055399	1362	hg38_refGene	False
CXCL2_4_-_1	CXCL2	chemokine (C-X-C motif) ligand 2	1	-	4	74097037	74099280	1203	hg38_refGene	False
MTHFD2L_4_+_1	MTHFD2L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like	1	+	4	74158112	74303097	2359	hg38_refGene	False
EPGN_4_+_1	EPGN	epithelial mitogen	7	+	4	74308470	74316803	2893	hg38_refGene	False
EREG_4_+_1	EREG	epiregulin	1	+	4	74365143	74388760	4628	hg38_refGene	False
AREG_4_+_1	AREG	amphiregulin	1	+	4	74445098	74455009	1276	hg38_refGene	False
BTC_4_-_1	BTC	betacellulin	1	-	4	74746238	74794672	1323	hg38_refGene	False
PARM1_4_+_1	PARM1	prostate androgen-regulated mucin-like protein 1	1	+	4	74933075	75050115	5054	hg38_refGene	True
LOC100507388_4_-_1	LOC100507388		1	-	4	74955974	74970362	2546	hg38_refGene	True
LOC441025_4_+_1	LOC441025		1	+	4	75354076	75362566	1143	hg38_refGene	False
RCHY1_4_-_1	RCHY1	ring finger and CHY zinc finger domain containing 1, E3 ubiquitin protein ligase	11	-	4	75479037	75514430	4501	hg38_refGene	False
THAP6_4_+_1	THAP6	THAP domain containing 6	1	+	4	75514444	75530026	3578	hg38_refGene	False
C4orf26_4_+_1	C4orf26	chromosome 4 open reading frame 26	5	+	4	75556048	75565893	2062	hg38_refGene	False
CDKL2_4_-_1	CDKL2	cyclin-dependent kinase-like 2 (CDC2-related kinase)	1	-	4	75576494	75630537	4715	hg38_refGene	False
G3BP2_4_-_1	G3BP2	GTPase activating protein (SH3 domain) binding protein 2	3	-	4	75642769	75673483	4551	hg38_refGene	False
USO1_4_+_1	USO1	USO1 vesicle transport factor	2	+	4	75724522	75814289	4214	hg38_refGene	False
PPEF2_4_-_1	PPEF2	protein phosphatase, EF-hand calcium binding domain 2	1	-	4	75859873	75902528	3413	hg38_refGene	False
NAAA_4_-_1	NAAA	N-acylethanolamine acid amidase	2	-	4	75910655	75941013	2562	hg38_refGene	False
SDAD1_4_-_1	SDAD1	SDA1 domain containing 1	3	-	4	75949906	75990962	3104	hg38_refGene	True
LOC101928809_4_+_1	LOC101928809		1	+	4	75980790	76005941	1684	hg38_refGene	True
CXCL9_4_-_1	CXCL9	chemokine (C-X-C motif) ligand 9	1	-	4	76001342	76007523	2708	hg38_refGene	True
ART3_4_+_1	ART3	ADP-ribosyltransferase 3	3	+	4	76011180	76112802	1728	hg38_refGene	True
CXCL10_4_-_1	CXCL10	chemokine (C-X-C motif) ligand 10	1	-	4	76021116	76023536	1216	hg38_refGene	True
CXCL11_4_-_1	CXCL11	chemokine (C-X-C motif) ligand 11	2	-	4	76033687	76036197	1601	hg38_refGene	True
NUP54_4_-_1	NUP54	nucleoporin 54kDa	5	-	4	76114659	76148515	2557	hg38_refGene	False
SCARB2_4_-_1	SCARB2	scavenger receptor class B, member 2	2	-	4	76158739	76213899	4767	hg38_refGene	False
FAM47E_4_+_1	FAM47E	family with sequence similarity 47, member E	2	+	4	76214040	76283783	2094	hg38_refGene	True
FAM47E-STBD1_4_+_1	FAM47E-STBD1	FAM47E-STBD1 readthrough	1	+	4	76251700	76311130	3060	hg38_refGene	True
STBD1_4_+_1	STBD1	starch binding domain 1	1	+	4	76306026	76311130	2951	hg38_refGene	True
CCDC158_4_-_1	CCDC158	coiled-coil domain containing 158	1	-	4	76313039	76407305	3626	hg38_refGene	False
SHROOM3_4_+_1	SHROOM3	shroom family member 3	1	+	4	76435100	76783252	11019	hg38_refGene	True
MIR4450_4_+_1	MIR4450	microRNA 4450	1	+	4	76573568	76573632	65	hg38_refGene	True
MIR548AH_4_+_1	MIR548AH	microRNA 548ah	1	+	4	76575551	76575626	76	hg38_refGene	True
SOWAHB_4_-_1	SOWAHB	sosondowah ankyrin repeat domain family member B	1	-	4	76894929	76897849	2921	hg38_refGene	False
SEPT11_4_+_1	SEPT11	septin 11	2	+	4	76949714	77038615	5803	hg38_refGene	False
CCNI_4_-_1	CCNI	cyclin I	1	-	4	77048021	77075972	1876	hg38_refGene	False
CCNG2_4_+_1	CCNG2	cyclin G2	1	+	4	77157204	77170060	5474	hg38_refGene	False
CXCL13_4_+_1	CXCL13	chemokine (C-X-C motif) ligand 13	1	+	4	77511753	77611836	1205	hg38_refGene	False
CNOT6L_4_-_1	CNOT6L	CCR4-NOT transcription complex, subunit 6-like	2	-	4	77713387	77819390	8865	hg38_refGene	False
MRPL1_4_+_1	MRPL1	mitochondrial ribosomal protein L1	1	+	4	77862651	77952790	1359	hg38_refGene	False
FRAS1_4_+_1	FRAS1	Fraser syndrome 1	2	+	4	78057570	78544269	16545	hg38_refGene	False
ANXA3_4_+_1	ANXA3	annexin A3	1	+	4	78551588	78610451	1618	hg38_refGene	False
LINC01094_4_+_1	LINC01094	long intergenic non-protein coding RNA 1094	6	+	4	78645994	78684501	4286	hg38_refGene	False
BMP2K_4_+_1	BMP2K	BMP2 inducible kinase	2	+	4	78776378	78912187	4355	hg38_refGene	True
MIR5096_4_+_1	MIR5096	microRNA 5096	1	+	4	78820752	78820821	70	hg38_refGene	True
PAQR3_4_-_1	PAQR3	progestin and adipoQ receptor family member III	1	-	4	78917940	78939428	3739	hg38_refGene	False
LINC01088_4_+_1	LINC01088	long intergenic non-protein coding RNA 1088	1	+	4	78971748	79308799	1011	hg38_refGene	False
NAA11_4_-_1	NAA11	N(alpha)-acetyltransferase 11, NatA catalytic subunit	1	-	4	79317118	79326017	1516	hg38_refGene	False
GK2_4_-_1	GK2	glycerol kinase 2	1	-	4	79406353	79408218	1866	hg38_refGene	False
LINC00989_4_+_1	LINC00989	long intergenic non-protein coding RNA 989	1	+	4	79492593	79576460	2054	hg38_refGene	False
PCAT4_4_+_1	PCAT4	prostate cancer associated transcript 4 (non-protein coding)	1	+	4	79827471	79863247	2091	hg38_refGene	False
ANTXR2_4_-_1	ANTXR2	anthrax toxin receptor 2	4	-	4	79901617	80073472	8233	hg38_refGene	False
PRDM8_4_+_1	PRDM8	PR domain containing 8	2	+	4	80185270	80204328	4219	hg38_refGene	False
FGF5_4_+_1	FGF5	fibroblast growth factor 5	3	+	4	80266588	80291017	5693	hg38_refGene	False
C4orf22_4_+_1	C4orf22	chromosome 4 open reading frame 22	2	+	4	80335720	80963756	946	hg38_refGene	False
BMP3_4_+_1	BMP3	bone morphogenetic protein 3	1	+	4	81030965	81057531	5734	hg38_refGene	False
PRKG2_4_-_1	PRKG2	protein kinase, cGMP-dependent, type II	6	-	4	81087370	81215117	5004	hg38_refGene	True
LOC101928942_4_+_1	LOC101928942		1	+	4	81164940	81193395	782	hg38_refGene	True
RASGEF1B_4_-_1	RASGEF1B	RasGEF domain family, member 1B	3	-	4	81426393	81471928	2962	hg38_refGene	False
HNRNPD_4_-_1	HNRNPD	heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)	4	-	4	82353314	82373996	2257	hg38_refGene	False
HNRNPDL_4_-_1	HNRNPDL	heterogeneous nuclear ribonucleoprotein D-like	3	-	4	82422564	82430225	4245	hg38_refGene	False
ENOPH1_4_+_1	ENOPH1	enolase-phosphatase 1	3	+	4	82430480	82461175	2191	hg38_refGene	False
TMEM150C_4_-_1	TMEM150C	transmembrane protein 150C	1	-	4	82484451	82561973	1888	hg38_refGene	False
LINC00575_4_-_1	LINC00575	long intergenic non-protein coding RNA 575	2	-	4	82613113	82621437	910	hg38_refGene	False
SCD5_4_-_1	SCD5	stearoyl-CoA desaturase 5	2	-	4	82629537	82798857	4294	hg38_refGene	True
MIR575_4_-_1	MIR575	microRNA 575	1	-	4	82753337	82753430	94	hg38_refGene	True
SEC31A_4_-_1	SEC31A	SEC31 homolog A (S. cerevisiae)	8	-	4	82818661	82891280	4273	hg38_refGene	False
THAP9-AS1_4_-_1	THAP9-AS1	THAP9 antisense RNA 1	3	-	4	82893452	82900916	2308	hg38_refGene	True
THAP9_4_+_1	THAP9	THAP domain containing 9	1	+	4	82900684	82920131	4038	hg38_refGene	True
LIN54_4_-_1	LIN54	lin-54 homolog (C. elegans)	7	-	4	82924604	83012941	6281	hg38_refGene	False
COPS4_4_+_1	COPS4	COP9 signalosome subunit 4	2	+	4	83035086	83075818	1748	hg38_refGene	False
PLAC8_4_-_1	PLAC8	placenta-specific 8	3	-	4	83090058	83114758	2049	hg38_refGene	False
COQ2_4_-_1	COQ2	coenzyme Q2 4-hydroxybenzoate polyprenyltransferase	1	-	4	83263824	83284914	1641	hg38_refGene	False
HPSE_4_-_1	HPSE	heparanase	4	-	4	83292461	83335153	4720	hg38_refGene	False
HELQ_4_-_1	HELQ	helicase, POLQ-like	7	-	4	83407343	83455883	5112	hg38_refGene	False
MRPS18C_4_+_1	MRPS18C	mitochondrial ribosomal protein S18C	4	+	4	83455932	83461723	1101	hg38_refGene	True
FAM175A_4_-_1	FAM175A	family with sequence similarity 175, member A	1	-	4	83460941	83485137	2823	hg38_refGene	True
AGPAT9_4_+_1	AGPAT9	1-acylglycerol-3-phosphate O-acyltransferase 9	3	+	4	83535914	83605874	2922	hg38_refGene	False
LOC101928978_4_-_1	LOC101928978		1	-	4	83968082	84299169	2838	hg38_refGene	False
NKX6-1_4_-_1	NKX6-1	NK6 homeobox 1	1	-	4	84493283	84498234	1116	hg38_refGene	False
CDS1_4_+_1	CDS1	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1	1	+	4	84582904	84651340	4538	hg38_refGene	False
WDFY3_4_-_1	WDFY3	WD repeat and FYVE domain containing 3	1	-	4	84669540	84966391	14317	hg38_refGene	False
WDFY3-AS2_4_+_1	WDFY3-AS2	WDFY3 antisense RNA 2	1	+	4	84966818	85007015	1569	hg38_refGene	False
ARHGAP24_4_+_1	ARHGAP24	Rho GTPase activating protein 24	4	+	4	85475131	86002670	5765	hg38_refGene	True
MIR4451_4_+_1	MIR4451	microRNA 4451	1	+	4	85722468	85722533	66	hg38_refGene	True
MAPK10_4_-_1	MAPK10	mitogen-activated protein kinase 10	4	-	4	86015123	86453130	4620	hg38_refGene	True
LOC101929064_4_+_1	LOC101929064		1	+	4	86119806	86219926	957	hg38_refGene	True
MIR4452_4_-_1	MIR4452	microRNA 4452	1	-	4	86542482	86542552	71	hg38_refGene	False
PTPN13_4_+_1	PTPN13	protein tyrosine phosphatase, non-receptor type 13 (APO-1/CD95 (Fas)-associated phosphatase)	4	+	4	86594315	86815175	8577	hg38_refGene	False
SLC10A6_4_-_1	SLC10A6	solute carrier family 10 (sodium/bile acid cotransporter), member 6	1	-	4	86823468	86849263	1502	hg38_refGene	False
C4orf36_4_-_1	C4orf36	chromosome 4 open reading frame 36	1	-	4	86876205	86892422	908	hg38_refGene	False
LOC100506746_4_-_1	LOC100506746		1	-	4	86924894	86934850	1945	hg38_refGene	False
AFF1_4_+_1	AFF1	AF4/FMR2 family, member 1	2	+	4	86935002	87141054	9709	hg38_refGene	False
KLHL8_4_-_1	KLHL8	kelch-like family member 8	5	-	4	87160104	87220608	5854	hg38_refGene	False
MIR5705_4_-_1	MIR5705	microRNA 5705	1	-	4	87300495	87300583	89	hg38_refGene	False
HSD17B13_4_-_1	HSD17B13	hydroxysteroid (17-beta) dehydrogenase 13	2	-	4	87303789	87322906	2397	hg38_refGene	False
HSD17B11_4_-_1	HSD17B11	hydroxysteroid (17-beta) dehydrogenase 11	1	-	4	87336525	87391303	1887	hg38_refGene	False
NUDT9_4_+_1	NUDT9	nudix (nucleoside diphosphate linked moiety X)-type motif 9	3	+	4	87422576	87459454	2816	hg38_refGene	False
SPARCL1_4_-_1	SPARCL1	SPARC-like 1 (hevin)	4	-	4	87473330	87529503	3126	hg38_refGene	False
DSPP_4_+_1	DSPP	dentin sialophosphoprotein	1	+	4	87608529	87616873	4331	hg38_refGene	False
DMP1_4_+_1	DMP1	dentin matrix acidic phosphoprotein 1	2	+	4	87650302	87664360	2686	hg38_refGene	False
IBSP_4_+_1	IBSP	integrin-binding sialoprotein	1	+	4	87799550	87812449	1591	hg38_refGene	False
MEPE_4_+_1	MEPE	matrix extracellular phosphoglycoprotein	6	+	4	87821398	87846816	2301	hg38_refGene	False
SPP1_4_+_1	SPP1	secreted phosphoprotein 1	5	+	4	87975650	87983411	1814	hg38_refGene	False
PKD2_4_+_1	PKD2	polycystic kidney disease 2 (autosomal dominant)	1	+	4	88007647	88077779	5079	hg38_refGene	False
ABCG2_4_-_1	ABCG2	ATP-binding cassette, sub-family G (WHITE), member 2	2	-	4	88090264	88231322	4760	hg38_refGene	False
PPM1K_4_-_1	PPM1K	protein phosphatase, Mg2+/Mn2+ dependent, 1K	1	-	4	88257609	88284831	6590	hg38_refGene	False
HERC6_4_+_1	HERC6	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6	2	+	4	88378739	88443097	3889	hg38_refGene	False
HERC5_4_+_1	HERC5	HECT and RLD domain containing E3 ubiquitin protein ligase 5	1	+	4	88457117	88506168	3518	hg38_refGene	False
PIGY_4_-_1	PIGY	phosphatidylinositol glycan anchor biosynthesis, class Y	1	-	4	88520978	88523801	1356	hg38_refGene	True
PYURF_4_-_1	PYURF	PIGY upstream reading frame	1	-	4	88520978	88523801	1356	hg38_refGene	True
HERC3_4_+_1	HERC3	HECT and RLD domain containing E3 ubiquitin protein ligase 3	2	+	4	88592423	88708542	4974	hg38_refGene	True
RNU6-33P_4_-_1	RNU6-33P	RNA, U6 small nuclear 33, pseudogene	1	-	4	88684848	88684954	107	hg38_refGene	True
NAP1L5_4_-_1	NAP1L5	nucleosome assembly protein 1-like 5	1	-	4	88695915	88697872	1958	hg38_refGene	True
FAM13A-AS1_4_+_1	FAM13A-AS1	FAM13A antisense RNA 1	1	+	4	88709789	88730103	3210	hg38_refGene	True
FAM13A_4_-_1	FAM13A	family with sequence similarity 13, member A	5	-	4	88725954	89057195	6268	hg38_refGene	True
TIGD2_4_+_1	TIGD2	tigger transposable element derived 2	1	+	4	89112817	89114901	2085	hg38_refGene	False
GPRIN3_4_-_1	GPRIN3	GPRIN family member 3	1	-	4	89244278	89308010	6352	hg38_refGene	False
SNCA_4_-_1	SNCA	synuclein, alpha (non A4 component of amyloid precursor)	4	-	4	89724099	89838296	3479	hg38_refGene	True
SNCA-AS1_4_+_1	SNCA-AS1		1	+	4	89836401	89841991	821	hg38_refGene	True
MMRN1_4_+_1	MMRN1	multimerin 1	1	+	4	89894901	89954629	4969	hg38_refGene	False
CCSER1_4_+_1	CCSER1	coiled-coil serine-rich protein 1	2	+	4	90127533	91602219	8080	hg38_refGene	False
LOC101929194_4_-_1	LOC101929194		1	-	4	92262498	92277302	1225	hg38_refGene	False
GRID2_4_+_1	GRID2	glutamate receptor, ionotropic, delta 2	2	+	4	92304399	93774555	5339	hg38_refGene	False
ATOH1_4_+_1	ATOH1	atonal homolog 1 (Drosophila)	1	+	4	93828927	93829991	1065	hg38_refGene	False
LOC101929210_4_-_1	LOC101929210		1	-	4	94117820	94207556	1014	hg38_refGene	False
SMARCAD1_4_+_1	SMARCAD1	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1	5	+	4	94207608	94291292	5903	hg38_refGene	False
HPGDS_4_-_1	HPGDS	hematopoietic prostaglandin D synthase	1	-	4	94298556	94342876	1615	hg38_refGene	False
PDLIM5_4_+_1	PDLIM5	PDZ and LIM domain 5	10	+	4	94451857	94668227	9180	hg38_refGene	False
BMPR1B-AS1_4_-_1	BMPR1B-AS1		1	-	4	94743668	94757533	643	hg38_refGene	False
BMPR1B_4_+_1	BMPR1B	bone morphogenetic protein receptor, type IB	4	+	4	94757977	95158450	5944	hg38_refGene	False
UNC5C_4_-_1	UNC5C	unc-5 homolog C (C. elegans)	1	-	4	95162505	95549210	9878	hg38_refGene	False
PDHA2_4_+_1	PDHA2	pyruvate dehydrogenase (lipoamide) alpha 2	1	+	4	95840088	95841474	1387	hg38_refGene	False
RNU6-34P_4_-_1	RNU6-34P	RNA, U6 small nuclear 34, pseudogene	1	-	4	96152299	96152403	105	hg38_refGene	False
STPG2-AS1_4_+_1	STPG2-AS1	STPG2 antisense RNA 1	1	+	4	97366926	97490164	537	hg38_refGene	False
STPG2_4_-_1	STPG2	sperm-tail PG-rich repeat containing 2	1	-	4	97558874	98143240	1654	hg38_refGene	False
RAP1GDS1_4_+_1	RAP1GDS1	RAP1, GTP-GDP dissociation stimulator 1	6	+	4	98261376	98443861	3761	hg38_refGene	False
TSPAN5_4_-_1	TSPAN5	tetraspanin 5	1	-	4	98470367	98658661	3397	hg38_refGene	False
EIF4E_4_-_1	EIF4E	eukaryotic translation initiation factor 4E	3	-	4	98878456	98930635	5040	hg38_refGene	False
METAP1_4_+_1	METAP1	methionyl aminopeptidase 1	1	+	4	98995637	99062809	2770	hg38_refGene	True
MIR3684_4_+_1	MIR3684	microRNA 3684	1	+	4	98997387	98997460	74	hg38_refGene	True
ADH5_4_-_1	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	1	-	4	99070979	99088788	2651	hg38_refGene	False
LOC100507053_4_+_1	LOC100507053		1	+	4	99088857	99301356	4825	hg38_refGene	True
ADH4_4_-_1	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide	3	-	4	99123657	99144298	2152	hg38_refGene	True
PCNAP1_4_-_1	PCNAP1	proliferating cell nuclear antigen pseudogene 1	1	-	4	99160594	99161647	1054	hg38_refGene	True
ADH6_4_-_1	ADH6	alcohol dehydrogenase 6 (class V)	2	-	4	99202638	99219246	3006	hg38_refGene	True
ADH1A_4_-_1	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	1	-	4	99276366	99291028	1500	hg38_refGene	True
ADH1B_4_-_1	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	2	-	4	99306387	99321442	2814	hg38_refGene	False
ADH1C_4_-_1	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	1	-	4	99336492	99353045	1758	hg38_refGene	False
ADH7_4_-_1	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	2	-	4	99412261	99435510	2397	hg38_refGene	False
C4orf17_4_+_1	C4orf17	chromosome 4 open reading frame 17	1	+	4	99511004	99542303	1636	hg38_refGene	False
TRMT10A_4_-_1	TRMT10A	tRNA methyltransferase 10 homolog A (S. cerevisiae)	3	-	4	99546707	99564057	3870	hg38_refGene	False
MTTP_4_+_1	MTTP	microsomal triglyceride transfer protein	2	+	4	99564078	99623997	4095	hg38_refGene	False
DAPP1_4_+_1	DAPP1	dual adaptor of phosphotyrosine and 3-phosphoinositides	2	+	4	99816824	99870189	2999	hg38_refGene	False
LAMTOR3_4_-_1	LAMTOR3	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3	3	-	4	99878338	99894546	4280	hg38_refGene	False
DNAJB14_4_-_1	DNAJB14	DnaJ (Hsp40) homolog, subfamily B, member 14	3	-	4	99896250	99946726	6323	hg38_refGene	False
H2AFZ_4_-_1	H2AFZ	H2A histone family, member Z	1	-	4	99948087	99950355	947	hg38_refGene	False
LOC256880_4_+_1	LOC256880		1	+	4	99950494	100037705	498	hg38_refGene	False
DDIT4L_4_-_1	DDIT4L	DNA-damage-inducible transcript 4-like	1	-	4	100185870	100190498	2634	hg38_refGene	True
LOC101929353_4_+_1	LOC101929353		1	+	4	100190033	100215505	526	hg38_refGene	True
EMCN_4_-_1	EMCN	endomucin	2	-	4	100395341	100518093	4037	hg38_refGene	False
LINC01216_4_-_1	LINC01216	long intergenic non-protein coding RNA 1216	1	-	4	100660279	100675113	824	hg38_refGene	False
PPP3CA_4_-_1	PPP3CA	protein phosphatase 3, catalytic subunit, alpha isozyme	3	-	4	101023430	101347471	4676	hg38_refGene	True
MIR8066_4_-_1	MIR8066	microRNA mir-8066	1	-	4	101240795	101240872	78	hg38_refGene	True
MIR1255A_4_-_1	MIR1255A	microRNA 1255a	1	-	4	101330302	101330414	113	hg38_refGene	True
FLJ20021_4_+_1	FLJ20021		1	+	4	101347777	101348883	793	hg38_refGene	False
BANK1_4_+_1	BANK1	B-cell scaffold protein with ankyrin repeats 1	3	+	4	101790607	102074812	3558	hg38_refGene	False
SLC39A8_4_-_1	SLC39A8	solute carrier family 39 (zinc transporter), member 8	4	-	4	102251041	102345498	6021	hg38_refGene	False
NFKB1_4_+_1	NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	2	+	4	102501329	102617302	4085	hg38_refGene	False
MANBA_4_-_1	MANBA	mannosidase, beta A, lysosomal	1	-	4	102631486	102760994	3311	hg38_refGene	False
LOC102723704_4_+_1	LOC102723704		1	+	4	102777037	102799575	1506	hg38_refGene	True
UBE2D3_4_-_1	UBE2D3	ubiquitin-conjugating enzyme E2D 3	10	-	4	102794383	102868893	5336	hg38_refGene	True
LOC105377348_4_+_1	LOC105377348		2	+	4	102828055	102844106	1175	hg38_refGene	True
CISD2_4_+_1	CISD2	CDGSH iron sulfur domain 2	1	+	4	102868978	102892806	5891	hg38_refGene	True
SLC9B1_4_-_1	SLC9B1	solute carrier family 9, subfamily B (NHA1, cation proton antiporter 1), member 1	4	-	4	102885048	103019739	2375	hg38_refGene	True
SLC9B2_4_-_1	SLC9B2	solute carrier family 9, subfamily B (NHA2, cation proton antiporter 2), member 2	3	-	4	103025491	103077371	3349	hg38_refGene	False
BDH2_4_-_1	BDH2	3-hydroxybutyrate dehydrogenase, type 2	1	-	4	103077625	103099867	2920	hg38_refGene	False
CENPE_4_-_1	CENPE	centromere protein E, 312kDa	2	-	4	103105806	103198409	8615	hg38_refGene	False
LOC101929448_4_+_1	LOC101929448		1	+	4	103425042	103439728	417	hg38_refGene	False
TACR3_4_-_1	TACR3	tachykinin receptor 3	1	-	4	103589468	103719816	1753	hg38_refGene	False
CXXC4_4_-_1	CXXC4	CXXC finger protein 4	1	-	4	104468306	104494901	5578	hg38_refGene	True
LOC101929468_4_+_1	LOC101929468		1	+	4	104490965	104697592	2968	hg38_refGene	True
TET2_4_+_1	TET2	tet methylcytosine dioxygenase 2	2	+	4	105145875	105279803	15321	hg38_refGene	True
TET2-AS1_4_-_1	TET2-AS1		1	-	4	105171354	105352881	754	hg38_refGene	True
PPA2_4_-_1	PPA2	pyrophosphatase (inorganic) 2	4	-	4	105369077	105474070	1673	hg38_refGene	False
ARHGEF38_4_+_1	ARHGEF38	Rho guanine nucleotide exchange factor (GEF) 38	2	+	4	105552620	105680913	6091	hg38_refGene	True
ARHGEF38-IT1_4_+_1	ARHGEF38-IT1	ARHGEF38 intronic transcript 1 (non-protein coding)	1	+	4	105561591	105570235	453	hg38_refGene	True
INTS12_4_-_1	INTS12	integrator complex subunit 12	2	-	4	105682628	105708724	1752	hg38_refGene	False
GSTCD_4_+_1	GSTCD	glutathione S-transferase, C-terminal domain containing	2	+	4	105708784	105847725	4355	hg38_refGene	True
LOC101929529_4_-_1	LOC101929529		1	-	4	105815145	105827172	350	hg38_refGene	True
NPNT_4_+_1	NPNT	nephronectin	5	+	4	105895440	105971671	4733	hg38_refGene	False
LOC101929577_4_-_1	LOC101929577		1	-	4	106003317	106022478	3526	hg38_refGene	False
TBCK_4_-_1	TBCK	TBC1 domain containing kinase	5	-	4	106044317	106316704	5558	hg38_refGene	True
AIMP1_4_+_1	AIMP1	aminoacyl tRNA synthetase complex-interacting multifunctional protein 1	3	+	4	106315610	106349224	3260	hg38_refGene	True
GIMD1_4_-_1	GIMD1	GIMAP family P-loop NTPase domain containing 1	1	-	4	106358183	106367435	654	hg38_refGene	False
